id_cliente,edad,nivel_ingreso,visitas_mes,compras_mes,gasto_publicidad_dirigida,satisfaccion,miembro_premium,abandono,tipo_dispositivo,region,ingreso_anual
CL-113512,18.0,29886.83,11,0,8.12,4.0,0,0,escritorio,norte,0.0
CL-113513,42.0,31002.62,10,1,11.43,2.3,0,0,escritorio,este,30.5
CL-113514,40.0,31486.02,10,1,28.84,4.8,0,1,móvil,norte,31.48
CL-113515,20.0,60137.93,9,0,29.82,3.9,0,1,tablet,sur,0.0
CL-113516,43.0,23688.82,12,2,20.15,3.8,0,0,móvil,oeste,52.8
CL-113517,32.0,38206.64,12,4,21.5,3.1,0,0,escritorio,norte,132.42
CL-113518,70.0,35232.32,10,1,5.66,2.8,0,0,móvil,norte,24.69
CL-113519,31.0,23213.61,8,1,22.37,4.3,0,0,móvil,oeste,34.97
CL-113520,33.0,38056.69,9,1,20.86,3.9,0,0,móvil,este,29.84
CL-113521,28.0,28356.79,10,2,9.04,3.8,1,1,escritorio,sur,69.44
CL-113522,53.0,38752.43,13,3,28.82,4.1,0,0,móvil,sur,98.52
CL-113523,34.0,49609.63,6,0,19.49,3.2,0,0,móvil,sur,0.0
CL-113524,29.0,31507.99,10,2,18.64,3.5,0,0,móvil,sur,63.74
CL-113525,46.0,27188.75,5,0,8.81,3.7,0,0,escritorio,este,0.0
CL-113526,21.0,40515.56,10,1,29.31,3.0,1,0,escritorio,norte,25.48
CL-113527,46.0,43966.53,7,0,21.17,3.9,1,0,móvil,sur,0.0
CL-113528,59.0,21167.42,6,0,0.0,3.4,0,0,móvil,oeste,0.0
CL-113529,45.0,25470.43,14,3,24.12,3.5,0,1,móvil,este,73.47
CL-113530,46.0,36754.23,12,2,11.54,3.7,0,0,móvil,oeste,41.97
CL-113531,48.0,28679.68,9,0,17.36,3.7,1,0,móvil,norte,0.0
CL-113532,59.0,20456.68,10,2,24.68,3.6,1,0,móvil,sur,72.63
CL-113533,53.0,35406.95,7,1,11.97,2.3,0,0,móvil,oeste,33.65
CL-113534,43.0,36714.9,12,2,25.81,3.4,0,0,tablet,sur,59.19
CL-113535,49.0,26656.14,17,2,27.78,3.6,0,0,móvil,este,64.72
CL-113536,27.0,30613.49,8,1,13.27,2.9,0,0,móvil,sur,24.75
CL-113537,47.0,24234.27,12,1,26.75,3.1,0,0,móvil,este,20.38
CL-113538,26.0,19047.63,11,0,28.14,4.9,0,0,móvil,norte,0.0
CL-113539,34.0,25029.35,5,0,12.73,4.0,0,0,escritorio,sur,0.0
CL-113540,18.0,30739.32,9,0,15.53,3.5,0,0,móvil,norte,0.0
CL-113541,43.0,15249.11,16,1,27.4,3.0,0,0,móvil,sur,26.91
CL-113542,30.0,25759.87,10,0,20.25,3.5,0,0,móvil,norte,0.0
CL-113543,51.0,30878.3,11,2,20.19,5.0,0,0,móvil,norte,75.74
CL-113544,43.0,41946.6,10,3,20.54,3.4,0,0,móvil,sur,65.28
CL-113545,51.0,26874.08,15,3,37.11,3.5,0,0,móvil,oeste,87.93
CL-113546,25.0,17540.98,3,0,4.7,2.4,0,0,móvil,oeste,0.0
CL-113547,50.0,27903.4,8,1,7.84,2.9,0,0,móvil,oeste,28.3
CL-113548,63.0,24334.31,14,2,23.18,3.4,0,0,móvil,norte,79.08
CL-113549,47.0,35521.79,6,1,14.41,3.8,0,0,móvil,norte,30.68
CL-113550,47.0,26620.95,12,1,23.1,5.0,1,0,móvil,sur,44.94
CL-113551,40.0,8000.0,13,1,24.98,3.3,1,0,móvil,sur,31.45
CL-113552,32.0,66916.25,9,0,14.48,3.5,0,0,escritorio,oeste,0.0
CL-113553,47.0,31423.63,12,2,24.71,3.9,0,0,escritorio,sur,63.72
CL-113554,20.0,30891.92,12,1,31.25,3.5,0,0,móvil,sur,32.5
CL-113555,33.0,14585.9,14,0,27.15,3.9,0,0,móvil,oeste,0.0
CL-113556,18.0,15354.31,7,1,17.16,4.4,0,0,móvil,oeste,37.0
CL-113557,30.0,29080.51,8,2,21.26,4.8,1,0,tablet,sur,89.68
CL-113558,46.0,33361.71,6,0,14.25,1.9,0,0,móvil,sur,0.0
CL-113559,44.0,37021.14,9,1,26.9,2.7,0,0,móvil,este,28.76
CL-113560,39.0,32374.38,9,1,13.83,3.4,0,0,escritorio,este,39.14
CL-113561,40.0,18140.58,8,5,19.66,3.8,0,0,escritorio,oeste,151.94
CL-113562,18.0,8000.0,7,0,12.97,3.2,0,0,móvil,este,0.0
CL-113563,34.0,28997.78,12,2,5.62,3.4,1,0,escritorio,norte,68.04
CL-113564,30.0,24660.25,16,1,51.65,3.9,0,0,escritorio,este,26.64
CL-113565,30.0,17374.28,13,4,12.57,2.3,0,0,móvil,oeste,115.65
CL-113566,45.0,38280.58,6,0,11.75,2.8,0,0,móvil,sur,0.0
CL-113567,28.0,14244.23,10,0,15.25,4.3,0,0,móvil,sur,0.0
CL-113568,31.0,36169.69,11,1,15.07,3.1,0,0,móvil,sur,31.46
CL-113569,18.0,15898.62,4,0,18.27,4.8,0,0,tablet,este,0.0
CL-113570,34.0,31340.89,11,0,27.64,3.8,0,0,móvil,oeste,0.0
CL-113571,25.0,39339.74,10,1,12.83,4.8,1,0,móvil,oeste,39.29
CL-113572,39.0,26620.67,6,2,17.85,4.5,0,0,escritorio,este,69.89
CL-113573,27.0,46899.2,7,1,23.33,3.4,0,1,escritorio,oeste,26.8
CL-113574,39.0,49178.86,10,2,16.8,2.5,0,0,tablet,este,64.88
CL-113575,36.0,32371.75,16,3,31.42,3.9,0,1,tablet,oeste,48.05
CL-113576,58.0,35413.85,7,0,21.7,3.4,0,0,móvil,sur,0.0
CL-113577,44.0,40607.09,9,1,6.64,3.5,0,1,escritorio,sur,26.07
CL-113578,18.0,35444.26,16,6,27.6,3.4,0,0,tablet,sur,150.39
CL-113579,23.0,34372.43,12,0,11.77,2.7,0,0,móvil,oeste,0.0
CL-113580,39.0,24759.31,11,1,26.01,3.9,0,0,móvil,este,28.3
CL-113581,27.0,13126.44,4,1,4.65,3.1,0,0,móvil,este,31.66
CL-113582,18.0,16099.05,11,1,14.26,3.0,0,0,móvil,norte,30.76
CL-113583,54.0,53823.67,9,4,8.97,3.4,1,0,escritorio,norte,152.35
CL-113584,47.0,33224.59,6,1,9.51,4.4,0,1,móvil,sur,27.54
CL-113585,44.0,27543.17,10,3,9.02,3.5,0,0,móvil,oeste,84.8
CL-113586,31.0,42633.27,10,1,2.39,2.9,0,0,móvil,norte,30.29
CL-113587,43.0,22505.42,12,1,19.43,3.7,1,0,tablet,norte,39.19
CL-113588,30.0,35831.08,14,2,13.5,4.5,0,0,tablet,este,68.19
CL-113589,40.0,30771.92,15,4,18.88,4.2,0,0,escritorio,este,109.69
CL-113590,27.0,34600.28,17,1,26.61,2.3,0,0,móvil,oeste,24.92
CL-113591,56.0,26635.9,6,2,3.45,3.7,0,0,escritorio,norte,51.55
CL-113592,19.0,20353.06,5,1,9.8,4.5,0,1,móvil,norte,33.21
CL-113593,53.0,21771.29,12,1,26.54,3.7,0,0,móvil,norte,22.86
CL-113594,38.0,22161.16,11,0,28.3,2.5,0,0,escritorio,oeste,0.0
CL-113595,32.0,29970.3,14,1,30.88,2.5,0,0,móvil,sur,23.72
CL-113596,40.0,14438.65,6,1,19.48,3.0,0,0,escritorio,oeste,24.5
CL-113597,47.0,17525.71,9,0,18.11,2.6,0,0,escritorio,sur,0.0
CL-113598,54.0,31355.24,9,1,28.08,2.8,0,0,móvil,oeste,30.97
CL-113599,42.0,28723.25,9,1,13.61,2.6,0,0,móvil,sur,31.41
CL-113600,27.0,31902.32,7,1,3.56,3.4,0,0,móvil,sur,31.82
CL-113601,39.0,29549.56,7,2,3.4,3.2,1,1,tablet,oeste,68.32
CL-113602,60.0,55189.5,14,2,2.62,3.5,0,1,móvil,oeste,67.97
CL-113603,54.0,31267.38,13,1,34.75,4.0,0,0,móvil,oeste,26.7
CL-113604,49.0,26209.2,9,2,19.03,2.7,0,0,escritorio,oeste,41.92
CL-113605,48.0,31011.32,10,2,29.54,4.7,1,0,escritorio,norte,84.57
CL-113606,46.0,40199.55,13,3,18.83,4.2,0,0,escritorio,norte,91.27
CL-113607,52.0,29503.72,13,2,42.17,2.3,0,0,móvil,norte,47.1
CL-113608,33.0,36847.28,14,2,36.74,3.8,0,0,móvil,norte,59.11
CL-113609,22.0,33960.46,6,0,11.94,3.2,0,0,móvil,sur,0.0
CL-113610,39.0,27095.84,14,0,38.27,3.7,0,0,escritorio,norte,0.0
CL-113611,28.0,31108.76,17,5,26.51,3.9,0,0,móvil,oeste,139.43
CL-113612,25.0,45989.22,12,1,40.2,3.2,1,0,móvil,norte,35.28
CL-113613,29.0,32430.78,8,0,15.89,3.4,1,0,móvil,oeste,0.0
CL-113614,68.0,20139.79,17,1,55.96,3.2,0,0,móvil,este,27.99
CL-113615,40.0,26804.9,11,2,29.92,3.8,0,0,móvil,norte,61.35
CL-113616,42.0,8857.53,9,0,25.21,3.5,0,0,escritorio,este,0.0
CL-113617,23.0,31373.99,9,1,18.62,3.8,0,0,móvil,oeste,30.71
CL-113618,18.0,43120.62,8,1,16.31,3.4,0,0,móvil,oeste,25.91
CL-113619,28.0,16585.94,5,0,11.0,2.4,0,0,escritorio,este,0.0
CL-113620,55.0,31497.33,12,0,17.91,3.5,0,1,escritorio,norte,0.0
CL-113621,42.0,39854.32,10,0,1.64,4.0,0,0,móvil,norte,0.0
CL-113622,45.0,40911.39,10,0,17.59,4.3,1,0,tablet,oeste,0.0
CL-113623,47.0,42798.01,14,2,23.31,2.3,0,0,escritorio,sur,64.19
CL-113624,31.0,11317.46,11,0,18.27,3.6,0,0,móvil,este,0.0
CL-113625,55.0,35049.31,6,1,22.93,4.4,0,0,móvil,sur,29.47
CL-113626,30.0,14944.35,4,2,6.93,3.2,0,0,móvil,oeste,58.68
CL-113627,55.0,20016.68,11,2,13.75,4.5,0,1,móvil,norte,54.45
CL-113628,43.0,38211.22,7,1,13.97,2.1,0,0,móvil,norte,28.6
CL-113629,18.0,31580.47,13,4,24.55,2.9,0,0,móvil,este,71.31
CL-113630,29.0,37263.36,13,2,35.31,2.7,0,0,escritorio,norte,45.64
CL-113631,18.0,20708.83,10,2,11.45,3.6,0,0,móvil,norte,54.42
CL-113632,52.0,44736.03,9,2,34.11,3.3,0,0,tablet,sur,62.63
CL-113633,38.0,36883.34,10,3,33.84,4.4,0,0,escritorio,norte,104.44
CL-113634,18.0,38892.98,7,1,16.21,4.3,1,0,móvil,oeste,40.9
CL-113635,43.0,19198.33,9,0,6.63,3.3,1,0,escritorio,norte,0.0
CL-113636,32.0,41714.01,11,0,8.93,4.1,0,0,móvil,oeste,0.0
CL-113637,20.0,26838.38,10,1,6.81,3.0,0,0,móvil,este,24.87
CL-113638,58.0,23887.74,6,1,10.63,4.2,0,0,móvil,norte,34.32
CL-113639,39.0,36254.64,8,1,29.07,2.3,0,0,móvil,norte,26.77
CL-113640,34.0,35832.12,15,1,22.28,5.0,0,0,escritorio,este,31.09
CL-113641,33.0,21531.81,6,2,10.01,4.0,0,0,tablet,sur,66.58
CL-113642,20.0,50563.01,3,2,0.0,4.8,0,0,tablet,sur,79.56
CL-113643,22.0,48143.51,7,1,18.22,4.1,1,0,escritorio,oeste,41.99
CL-113644,53.0,36050.35,11,0,22.36,3.0,0,0,móvil,sur,0.0
CL-113645,32.0,34304.03,6,1,22.4,1.4,0,1,móvil,este,27.66
CL-113646,38.0,33297.86,8,2,7.11,3.1,0,0,móvil,oeste,45.95
CL-113647,18.0,14500.03,13,1,18.79,4.1,0,0,escritorio,sur,26.29
CL-113648,22.0,31128.07,13,2,20.36,2.5,0,0,escritorio,norte,55.73
CL-113649,45.0,30995.42,10,0,12.22,5.0,0,0,móvil,oeste,0.0
CL-113650,43.0,24239.88,9,2,25.48,3.5,0,0,escritorio,sur,69.06
CL-113651,59.0,26906.51,12,3,21.3,5.0,0,0,móvil,oeste,91.66
CL-113652,54.0,8000.0,14,1,22.07,3.2,0,1,móvil,oeste,26.16
CL-113653,35.0,19027.27,11,1,23.93,4.0,0,1,escritorio,norte,29.41
CL-113654,44.0,39218.26,2,0,8.29,4.0,0,0,móvil,norte,0.0
CL-113655,34.0,47311.97,11,1,24.45,2.5,0,0,escritorio,norte,24.84
CL-113656,63.0,20566.19,12,2,37.18,3.9,0,0,escritorio,norte,55.03
CL-113657,52.0,31828.49,11,0,5.48,4.0,0,0,móvil,sur,0.0
CL-113658,40.0,40983.82,10,0,26.74,4.1,0,0,móvil,norte,0.0
CL-113659,40.0,24797.85,9,2,20.85,4.5,0,0,móvil,norte,70.37
CL-113660,55.0,36762.48,8,1,19.92,2.5,0,0,móvil,sur,29.63
CL-113661,45.0,29662.1,15,5,24.7,4.0,0,0,móvil,norte,144.05
CL-113662,57.0,41904.02,8,1,27.54,2.7,0,1,móvil,oeste,32.16
CL-113663,18.0,17175.49,11,0,33.46,2.9,0,0,escritorio,este,0.0
CL-113664,44.0,18954.23,11,2,16.77,2.8,1,0,móvil,sur,68.2
CL-113665,32.0,32795.39,12,0,27.55,3.8,0,0,escritorio,norte,0.0
CL-113666,59.0,30962.06,11,0,17.26,4.1,0,0,móvil,norte,0.0
CL-113667,57.0,29436.76,15,2,28.08,3.4,0,0,móvil,norte,67.92
CL-113668,38.0,35758.34,9,1,5.02,3.6,0,0,móvil,oeste,29.39
CL-113669,56.0,20693.5,11,1,22.5,2.5,0,0,móvil,oeste,28.34
CL-113670,59.0,16305.64,9,1,13.97,3.8,0,0,móvil,sur,27.06
CL-113671,39.0,24998.92,14,3,32.39,3.3,0,0,escritorio,este,82.4
CL-113672,68.0,26117.21,8,1,18.91,2.8,0,1,móvil,norte,23.31
CL-113673,38.0,27162.53,12,1,45.5,1.8,0,0,móvil,norte,30.19
CL-113674,35.0,42690.46,11,1,29.5,2.9,0,1,escritorio,norte,30.92
CL-113675,48.0,37704.17,15,2,21.95,3.4,0,0,móvil,norte,63.97
CL-113676,34.0,35332.4,8,0,19.56,4.0,0,0,escritorio,oeste,0.0
CL-113677,39.0,32220.0,5,1,32.37,2.9,0,0,tablet,oeste,34.91
CL-113678,55.0,25658.12,7,2,10.95,3.4,0,0,móvil,norte,44.68
CL-113679,38.0,21460.55,13,0,33.56,4.6,0,0,escritorio,sur,0.0
CL-113680,18.0,18028.43,10,1,21.87,4.4,1,0,móvil,norte,37.22
CL-113681,42.0,23054.93,9,0,13.75,3.2,0,0,tablet,oeste,0.0
CL-113682,30.0,29570.78,10,3,26.25,3.3,0,0,tablet,oeste,83.98
CL-113683,48.0,18450.16,7,2,21.48,4.9,0,0,móvil,norte,49.38
CL-113684,46.0,31695.2,12,0,28.17,3.7,0,0,móvil,sur,0.0
CL-113685,56.0,28055.62,9,3,17.31,3.4,0,0,móvil,sur,106.95
CL-113686,49.0,26027.02,16,1,24.45,3.5,0,0,móvil,norte,25.33
CL-113687,51.0,41615.33,6,0,4.72,3.0,0,1,móvil,norte,0.0
CL-113688,30.0,8000.0,11,0,22.6,2.6,0,0,móvil,norte,0.0
CL-113689,48.0,26162.7,7,1,9.58,3.4,0,1,móvil,norte,27.8
CL-113690,62.0,8000.0,8,2,8.15,4.5,0,0,móvil,oeste,59.61
CL-113691,30.0,32385.63,7,0,19.53,3.5,1,0,tablet,oeste,0.0
CL-113692,60.0,37621.82,14,5,39.12,3.4,0,1,móvil,este,168.52
CL-113693,31.0,16488.94,8,0,31.2,4.0,0,0,móvil,norte,0.0
CL-113694,28.0,17769.42,8,1,17.07,3.7,0,1,escritorio,este,32.63
CL-113695,42.0,13017.0,14,5,29.09,2.5,0,0,móvil,norte,111.37
CL-113696,47.0,30636.42,16,0,25.43,3.8,0,1,escritorio,este,0.0
CL-113697,49.0,26592.12,13,2,10.23,2.3,0,0,tablet,este,67.6
CL-113698,26.0,27213.45,10,1,7.95,4.5,1,0,móvil,este,37.33
CL-113699,43.0,26320.28,13,1,21.03,4.0,1,0,móvil,oeste,40.99
CL-113700,30.0,20264.01,12,0,29.26,3.9,0,0,móvil,norte,0.0
CL-113701,20.0,41318.74,8,1,7.06,5.0,0,0,escritorio,oeste,38.67
CL-113702,27.0,32723.41,16,0,24.11,2.8,0,0,escritorio,norte,0.0
CL-113703,29.0,18153.36,11,3,32.94,4.1,0,0,móvil,norte,98.78
CL-113704,44.0,22994.53,9,1,22.61,3.7,0,1,móvil,oeste,26.84
CL-113705,52.0,21279.31,6,2,0.0,4.0,0,0,escritorio,sur,56.08
CL-113706,20.0,44059.28,7,2,14.44,3.3,0,1,móvil,norte,62.43
CL-113707,42.0,37112.19,14,0,25.74,4.0,0,0,móvil,sur,0.0
CL-113708,24.0,28735.11,10,1,27.37,3.5,1,0,móvil,este,46.8
CL-113709,46.0,47072.21,12,3,21.88,4.3,0,0,móvil,sur,91.14
CL-113710,31.0,44520.44,15,1,20.35,3.8,0,1,escritorio,oeste,29.12
CL-113711,25.0,27692.89,10,1,18.43,4.3,0,0,móvil,este,28.96
CL-113712,48.0,25894.35,15,2,35.07,3.1,0,0,escritorio,norte,49.43
CL-113713,31.0,26376.36,12,2,25.52,3.3,0,0,móvil,norte,63.67
CL-113714,34.0,20472.53,8,1,14.05,2.8,0,1,móvil,sur,22.44
CL-113715,18.0,47339.74,7,0,14.09,4.5,0,1,móvil,sur,0.0
CL-113716,49.0,19935.87,5,0,2.55,4.9,0,0,móvil,este,0.0
CL-113717,48.0,38683.04,7,2,6.55,3.1,0,0,móvil,norte,57.86
CL-113718,38.0,36905.43,7,0,7.1,3.8,0,0,móvil,este,0.0
CL-113719,20.0,26951.34,8,2,14.87,4.6,0,0,escritorio,norte,49.07
CL-113720,53.0,48100.45,6,0,15.72,3.7,1,0,móvil,oeste,0.0
CL-113721,30.0,14409.04,6,1,18.09,3.7,0,0,tablet,oeste,27.77
CL-113722,33.0,29203.09,3,0,16.64,3.0,0,0,móvil,oeste,0.0
CL-113723,66.0,25109.6,10,0,0.79,3.7,1,0,móvil,sur,0.0
CL-113724,30.0,39605.93,9,1,18.9,2.9,1,0,móvil,norte,39.42
CL-113725,47.0,33535.66,8,3,7.76,4.6,0,0,móvil,sur,89.48
CL-113726,45.0,12727.05,9,0,23.84,2.0,0,0,móvil,sur,0.0
CL-113727,43.0,42394.79,9,1,25.67,2.7,0,0,escritorio,este,21.58
CL-113728,41.0,34854.62,14,4,26.36,3.8,1,0,móvil,norte,153.29
CL-113729,43.0,19645.08,10,0,22.27,2.7,0,0,escritorio,este,0.0
CL-113730,41.0,26503.21,14,0,30.21,2.3,0,0,móvil,oeste,0.0
CL-113731,37.0,17001.15,11,3,29.47,5.0,0,0,móvil,sur,97.17
CL-113732,56.0,28291.62,9,2,8.67,4.0,0,0,escritorio,sur,53.41
CL-113733,22.0,31501.18,11,1,13.82,3.4,0,0,móvil,oeste,29.24
CL-113734,50.0,26653.53,6,1,26.94,4.0,1,0,móvil,sur,31.23
CL-113735,48.0,25495.36,8,3,14.45,3.9,1,0,móvil,sur,88.85
CL-113736,46.0,13872.6,11,0,7.42,3.1,0,0,móvil,norte,0.0
CL-113737,51.0,33372.41,7,0,13.02,3.4,1,0,móvil,norte,0.0
CL-113738,37.0,10755.45,11,1,9.35,3.4,0,0,tablet,este,21.93
CL-113739,18.0,30310.8,3,0,13.82,3.3,0,1,tablet,norte,0.0
CL-113740,37.0,12008.44,8,0,6.75,3.3,0,0,móvil,sur,0.0
CL-113741,26.0,30505.05,12,1,24.58,4.2,0,0,escritorio,norte,35.44
CL-113742,29.0,29938.81,6,2,13.29,3.5,0,0,móvil,sur,48.59
CL-113743,23.0,34033.45,6,0,7.14,4.3,0,0,móvil,este,0.0
CL-113744,32.0,38622.86,12,3,0.0,3.1,0,0,escritorio,este,77.32
CL-113745,31.0,40475.88,5,1,3.7,3.9,0,0,escritorio,norte,38.94
CL-113746,18.0,13899.57,10,2,6.11,2.2,0,1,tablet,norte,52.39
CL-113747,46.0,29417.94,8,0,25.97,3.9,0,0,tablet,este,0.0
CL-113748,65.0,50109.41,10,1,9.16,4.2,0,0,móvil,sur,29.34
CL-113749,45.0,31191.01,9,0,9.34,2.8,0,0,móvil,oeste,0.0
CL-113750,36.0,21686.52,13,1,15.56,3.8,0,0,móvil,sur,26.73
CL-113751,37.0,29202.99,10,2,26.77,4.1,0,0,móvil,este,57.17
CL-113752,33.0,26163.34,10,2,25.42,3.4,0,0,móvil,oeste,53.19
CL-113753,39.0,18235.42,18,3,46.1,4.2,0,0,tablet,sur,93.75
CL-113754,38.0,38691.04,11,0,26.04,3.1,1,0,móvil,este,0.0
CL-113755,28.0,35843.53,6,0,0.0,3.8,0,1,móvil,oeste,0.0
CL-113756,58.0,16654.91,11,2,13.57,3.6,0,0,escritorio,oeste,59.73
CL-113757,20.0,29067.25,6,1,22.74,3.7,1,0,móvil,sur,30.16
CL-113758,47.0,24335.36,11,0,19.73,4.4,1,0,escritorio,norte,0.0
CL-113759,37.0,13984.07,7,1,18.29,3.7,0,1,tablet,norte,25.29
CL-113760,61.0,15851.81,14,1,39.87,3.3,1,0,móvil,norte,39.3
CL-113761,42.0,17340.4,7,2,9.77,4.8,0,0,móvil,este,53.82
CL-113762,34.0,29415.7,8,1,25.57,4.8,0,0,escritorio,norte,37.15
CL-113763,35.0,25420.47,3,0,13.93,5.0,0,0,móvil,oeste,0.0
CL-113764,38.0,20408.12,5,0,17.42,4.4,0,1,escritorio,sur,0.0
CL-113765,24.0,26081.17,11,3,20.56,4.1,0,0,móvil,este,91.16
CL-113766,29.0,37475.35,11,2,21.8,4.5,0,0,escritorio,norte,65.73
CL-113767,18.0,33566.96,6,0,0.0,3.2,0,1,móvil,oeste,0.0
CL-113768,27.0,40018.69,11,0,19.29,3.0,0,0,móvil,norte,0.0
CL-113769,39.0,27716.87,5,0,3.29,2.6,0,0,móvil,oeste,0.0
CL-113770,42.0,46025.57,9,1,16.67,3.1,0,1,tablet,oeste,28.18
CL-113771,18.0,33480.8,9,0,26.54,3.5,0,0,escritorio,norte,0.0
CL-113772,36.0,25110.83,11,0,34.4,2.5,0,0,móvil,sur,0.0
CL-113773,45.0,30929.52,6,2,11.74,3.6,0,0,móvil,norte,68.83
CL-113774,36.0,17519.24,14,2,26.86,2.9,0,0,escritorio,oeste,53.29
CL-113775,30.0,26938.15,7,2,19.38,2.1,0,0,móvil,este,45.84
CL-113776,33.0,34299.74,5,0,20.28,1.8,0,0,móvil,sur,0.0
CL-113777,32.0,36116.7,5,0,0.0,2.8,1,0,móvil,sur,0.0
CL-113778,30.0,25898.38,5,0,7.03,3.2,0,0,móvil,sur,0.0
CL-113779,40.0,57338.9,5,1,0.0,4.4,0,0,móvil,sur,38.64
CL-113780,66.0,28277.92,10,2,24.89,2.8,0,1,móvil,oeste,49.74
CL-113781,29.0,13216.06,14,1,27.34,5.0,0,0,móvil,norte,30.69
CL-113782,34.0,42132.67,10,1,17.91,4.1,0,1,escritorio,norte,31.74
CL-113783,37.0,36071.27,9,3,15.72,3.6,0,1,tablet,sur,66.22
CL-113784,30.0,32316.89,12,3,33.27,3.0,0,0,móvil,oeste,78.13
CL-113785,51.0,25350.79,13,2,20.35,3.3,0,0,escritorio,sur,59.37
CL-113786,18.0,33933.47,6,0,2.23,2.9,0,0,móvil,oeste,0.0
CL-113787,32.0,46190.16,11,0,27.36,3.4,1,0,móvil,este,0.0
CL-113788,48.0,32016.33,6,0,7.72,3.2,0,0,escritorio,este,0.0
CL-113789,34.0,15299.66,5,0,18.85,4.1,0,0,móvil,norte,0.0
CL-113790,28.0,8000.0,10,0,34.13,2.7,0,0,móvil,sur,0.0
CL-113791,43.0,33845.6,17,1,30.17,3.8,0,0,escritorio,este,33.17
CL-113792,49.0,20140.86,11,1,38.07,3.5,1,0,móvil,norte,32.75
CL-113793,41.0,29002.87,11,0,31.53,3.3,0,0,móvil,oeste,0.0
CL-113794,28.0,21909.22,11,1,38.84,2.0,0,0,escritorio,oeste,28.95
CL-113795,43.0,21190.91,11,1,42.8,3.2,1,0,móvil,oeste,24.73
CL-113796,33.0,22347.26,8,0,19.17,3.6,0,0,móvil,sur,0.0
CL-113797,47.0,23251.25,7,1,25.82,3.9,0,0,escritorio,oeste,29.12
CL-113798,56.0,37762.36,5,0,7.66,3.9,0,0,móvil,norte,0.0
CL-113799,18.0,35736.44,13,2,35.91,4.2,0,1,móvil,este,56.81
CL-113800,39.0,17920.11,11,5,24.62,3.5,0,0,escritorio,este,147.36
CL-113801,18.0,19282.65,12,0,20.37,3.6,0,0,móvil,oeste,0.0
CL-113802,67.0,33791.22,7,0,12.0,3.4,0,0,móvil,norte,0.0
CL-113803,32.0,40525.02,7,0,6.97,4.0,0,0,escritorio,norte,0.0
CL-113804,47.0,40371.41,9,1,16.66,3.6,0,0,escritorio,este,22.25
CL-113805,38.0,19970.91,7,2,12.85,4.1,1,1,móvil,sur,95.51
CL-113806,28.0,39893.11,6,2,20.95,4.3,0,1,móvil,norte,79.87
CL-113807,27.0,12237.3,4,1,7.93,4.2,0,0,escritorio,oeste,28.72
CL-113808,57.0,27971.16,9,1,20.12,3.3,0,0,tablet,sur,25.3
CL-113809,49.0,34870.26,9,2,12.24,2.3,1,0,móvil,este,73.11
CL-113810,61.0,9211.95,7,0,5.86,3.7,0,0,móvil,este,0.0
CL-113811,39.0,50928.57,11,1,19.03,3.7,0,0,escritorio,norte,22.79
CL-113812,41.0,43266.95,8,1,13.27,2.2,0,0,móvil,sur,24.24
CL-113813,35.0,36470.04,10,0,30.51,4.6,0,0,móvil,sur,0.0
CL-113814,35.0,20349.72,12,2,24.14,3.9,0,0,móvil,este,69.53
CL-113815,25.0,29318.96,7,0,13.21,4.6,0,0,móvil,oeste,0.0
CL-113816,39.0,37904.2,9,0,24.58,3.7,0,1,escritorio,este,0.0
CL-113817,29.0,18773.38,9,0,13.91,3.8,0,0,móvil,sur,0.0
CL-113818,43.0,28195.26,11,4,16.04,3.9,0,0,móvil,oeste,117.36
CL-113819,40.0,39103.84,8,2,25.62,3.3,0,0,móvil,norte,66.21
CL-113820,41.0,15054.05,14,4,30.37,2.8,0,1,escritorio,oeste,132.13
CL-113821,58.0,33324.25,12,4,30.37,2.7,0,0,tablet,oeste,113.85
CL-113822,38.0,12452.3,13,2,22.15,5.0,0,0,móvil,sur,69.11
CL-113823,47.0,20561.53,9,0,15.35,3.5,0,0,escritorio,norte,0.0
CL-113824,63.0,24954.07,9,1,9.13,2.8,0,0,móvil,sur,31.83
CL-113825,54.0,35135.56,13,1,38.25,4.8,0,0,móvil,este,33.1
CL-113826,52.0,22992.11,10,2,19.46,4.5,0,0,móvil,oeste,61.41
CL-113827,34.0,31255.48,4,1,0.06,4.4,0,0,escritorio,oeste,35.01
CL-113828,41.0,23127.72,9,1,7.63,2.1,0,1,móvil,oeste,21.37
CL-113829,22.0,24693.83,9,0,40.13,4.5,0,0,escritorio,norte,0.0
CL-113830,44.0,42506.62,9,0,27.98,2.6,0,0,escritorio,norte,0.0
CL-113831,41.0,18497.72,7,0,10.36,3.5,0,0,móvil,norte,0.0
CL-113832,38.0,37591.54,11,0,14.47,3.5,0,0,móvil,norte,0.0
CL-113833,50.0,29989.36,9,0,25.64,4.0,0,0,escritorio,oeste,0.0
CL-113834,24.0,24244.46,9,0,17.58,3.7,1,0,móvil,oeste,0.0
CL-113835,58.0,17824.77,8,2,18.69,3.2,0,0,escritorio,sur,43.49
CL-113836,49.0,18537.64,6,1,12.66,4.8,0,0,escritorio,oeste,32.66
CL-113837,37.0,22613.55,11,1,15.95,4.8,0,0,escritorio,norte,32.85
CL-113838,36.0,28499.46,8,1,6.35,3.8,0,0,móvil,este,25.91
CL-113839,44.0,36035.1,6,1,1.53,3.5,1,1,móvil,norte,27.05
